LENDING_BUSINESS_ID,BUSINESS_ID,FIRST_DUEDATE,FIRST_CURE_DATE,SECOND_DUEDATE,SECOND_CURE_DATE,THIRD_DUEDATE,THIRD_CURE_DATE,FOURTH_DUEDATE,FOURTH_CURE_DATE,FIFTH_DUEDATE,FIFTH_CURE_DATE,SIXTH_DUEDATE,SIXTH_CURE_DATE,FPD,SPD,TPD,FRPD,FFPD,SXPD,FIRST_CURE_FLAG,SECOND_CURE_FLAG,THIRD_CURE_FLAG,FOURTH_CURE_FLAG,FIFTH_CURE_FLAG,SIXTH_CURE_FLAG,FIRST_CURE_DAYS,SECOND_CURE_DAYS,THIRD_CURE_DAYS,FOURTH_CURE_DAYS,FIFTH_CURE_DAYS,SIXTH_CURE_DAYS,FIRST_EMI_AMOUNT,FIRST_AMOUNT_CURED,SECOND_EMI_AMOUNT,SECOND_AMT_CURED,THIRD_EMI_AMOUNT,THIRD_AMT_CURED,FOURTH_EMI_AMOUNT,FOURTH_AMT_CURED,FIFTH_AMT_CURED,SIXTH_AMT_CURED
dd128d9e-ca7b-4262-8858-7d3d8012148c,458d7f11-d224-49db-8fc0-d052143c046b,2023-06-04,2023-06-22,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,504.160000,504.16,,,,,,,,
b9b3d844-79af-4eb9-b590-59b7cd9944d3,fcd4cc81-6d43-4a1d-87dd-b32635fe91d9,2023-06-04,2023-06-04,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,550.660000,550.66,,,,,,,,
8d2c468e-7943-4c19-9b8f-7a4151612c73,ad27f99b-9918-406a-a4bd-5f64c3a24762,2023-06-04,2023-06-04,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,181.660000,181.66,,,,,,,,
d5bd0cf6-e753-4657-a860-47daeb397096,13526b35-2262-427c-93c7-4b0490f73ace,2023-06-04,2023-06-04,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,56.750000,56.75,,,,,,,,
409fdf3e-60ad-4701-b366-e975de5b5ced,f3584f36-6d8c-48a0-afa3-217bd555b82e,2023-06-04,2023-06-04,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,287.500000,287.5,,,,,,,,
3f73ff98-4668-4890-b200-4b3ee5590db8,49aa1b30-68ea-4dda-8e3c-a8ce7064a5de,2023-06-04,2023-06-13,,,,,,,,,,,1,,,,,,1,0,0,0,0,0,9,,,,,,388.330000,423.33,,,,,,,,
5a7388d4-ec03-454b-9c86-8638fcd4491a,4d741cce-b141-406e-92ab-d4425422b79f,2023-06-04,2023-06-04,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,560.000000,560.0,,,,,,,,
24c94bd5-c9a5-4a0e-8a5b-4c1c75706fe2,d6374c36-04d3-4cf0-bebc-820f76839af2,2023-06-04,2023-06-04,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,59.000000,59.0,,,,,,,,
ebc00714-b824-4ad9-bf3f-52207a91349c,9699b42a-f7c1-4381-9efb-159739e89c1f,2023-06-04,2023-06-04,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,330.650000,330.65,,,,,,,,
c5e689fd-5fdf-4d8f-b388-80658d8278e2,798318f5-e3e9-4d73-8ea2-23150486f794,2023-06-04,2023-06-04,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,195.000000,195.0,,,,,,,,
2c2e78e2-5338-4cd1-b89a-928c86e71906,5589b281-df66-4e9e-815f-0d834dfc4579,2023-06-04,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,463.800000,,,,,,,,,
48adfc36-4a10-451a-bb4d-896c1011d078,241ef0d6-7e96-4727-9b65-a33ecb138114,2023-06-04,2023-06-04,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,575.000000,575.0,,,,,,,,
098d1b89-f3a0-44ea-85ad-99cd618c8819,c02361fe-9f36-4e7f-8ddb-67b41fcf74ac,2023-06-04,,,,,,,,,,,,1,,,,,,0,0,0,0,0,0,,,,,,,484.000000,,,,,,,,,
15557b36-96ea-415e-b22f-c48b8e393a4c,8293d395-5525-4aff-afb5-24aca822fa8d,2023-06-04,2023-06-08,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,210.830000,350.0,,,,,,,,
cd538429-8e24-4128-b30c-4a3846f26bc7,33e4ad51-0342-432e-b0a9-3046dce75066,2023-06-04,2023-06-20,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,454.660000,5824.0,,,,,,,,
7d546e1a-f084-4067-bf33-deab18db90c5,ff9543d1-58cc-4c26-8eed-c8132331590a,2023-06-04,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,544.490000,,,,,,,,,
b4e48b55-38c0-4ffa-bc30-5c3c99bd9d5b,a704882c-bae8-43c0-b667-a4db480f14da,2023-06-04,2023-06-04,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,57.500000,57.5,,,,,,,,
defab7d7-d4fd-4e7e-be45-f784de5e1dae,862060ef-7a66-4d51-b55d-477dd35718d7,2023-06-04,2023-06-04,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,1090.000000,1090.0,,,,,,,,
8a978949-b68a-49b8-81fb-15d9ff8e1131,c1171314-f99d-40b6-bf9e-522c9d3fad5f,2023-06-03,2023-06-03,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,490.500000,490.5,,,,,,,,
e20b8bba-bbd5-42ce-9b87-293a61cd8866,ff304296-e0b7-4698-a4e1-627fb0f2d158,2023-06-03,,,,,,,,,,,,1,,,,,,0,0,0,0,0,0,,,,,,,1996.490000,,,,,,,,,
b0ae6435-61e2-40b6-bff4-d582ac3a8388,2ec56b88-4189-4a33-be63-07c98fbf8d66,2023-06-03,2023-06-03,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,151.330000,151.33,,,,,,,,
83f8f5b0-c018-463c-89f8-33896fd1f2df,6bac79ad-96da-4d12-abff-69d5f7fa975a,2023-06-03,2023-06-03,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,291.250000,291.25,,,,,,,,
844d1e54-2459-48ef-a0bd-7724b8b63bbb,a0d643ff-47e4-483e-b1a4-253a43bcc5f4,2023-06-03,2023-06-03,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,60.500000,60.5,,,,,,,,
9cb1e5a4-1860-4c77-9477-c2747c1f09bb,4b4564e0-a087-48a3-8da5-dad0096840e8,2023-06-03,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,321.580000,,,,,,,,,
827a439a-4073-4261-9c9f-8b0e86724027,b0951320-c1b0-4cb5-80bf-2964e87dc095,2023-06-03,,,,,,,,,,,,1,,,,,,0,0,0,0,0,0,,,,,,,6031.330000,,,,,,,,,
d9fb5fee-6128-43f9-8769-de89c29af696,f08ef194-0bf7-43cc-80da-9937601cd72e,2023-06-03,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,479.160000,,,,,,,,,
b83eb902-2abb-488f-a78d-e7c84b1785da,61ffd9f8-18aa-43a1-ac02-9b40d7ebd329,2023-06-03,2023-06-03,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,4541.660000,4541.66,,,,,,,,
efd201f2-7bbc-4357-b7b5-5e3c80e7ae38,df0c11bb-8adc-480c-8a34-9f477b56692b,2023-06-03,2023-06-03,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,776.660000,776.66,,,,,,,,
4038ba36-70c4-4a05-b209-4f86f1f181e8,c323663d-9b89-40b9-ac53-caba55d9a659,2023-06-03,2023-06-07,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,282.320000,400.0,,,,,,,,
7e8aa27a-96cd-4cff-a64e-8ce9425c9242,150b26cc-5252-45c7-8c95-06f22e498445,2023-06-03,2023-06-03,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,78.660000,78.66,,,,,,,,
bc3039a2-9c0b-4067-8f8d-34d221471d4a,cec26797-9be5-4371-a8ef-062c42f042e6,2023-06-03,2023-06-03,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,2779.160000,2779.16,,,,,,,,
2a9f748a-f007-443a-89be-8ea2f9715f3b,3aeb5029-47dc-4e3e-abc5-44bd60bc03c7,2023-06-03,2023-06-03,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,206.660000,206.66,,,,,,,,
78ae978a-0ed3-4a25-baa6-299f2de7553a,ce0068c4-9c67-4588-b05d-2a4c956823fa,2023-06-03,,,,,,,,,,,,1,,,,,,0,0,0,0,0,0,,,,,,,260.000000,,,,,,,,,
df893c70-d9f2-40e2-84b5-9b14dc6cd7e7,b5319c68-066f-4d70-a234-4a30c8745dff,2023-06-03,2023-06-12,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,578.660000,578.6600000000001,,,,,,,,
d9f77d7a-9f10-4f1f-a080-c5fc5eb1e182,7278f3e3-0419-4a49-bb6d-6551152d8813,2023-06-03,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,1021.490000,,,,,,,,,
e9d87261-68a8-4a27-9b4f-c4afdb979c4f,86b7bfa1-c65b-43d3-bf27-d8c9669c356f,2023-06-03,,,,,,,,,,,,1,,,,,,0,0,0,0,0,0,,,,,,,668.650000,,,,,,,,,
af1de945-77db-47b2-8d69-9acb8f77fa28,b0cb76a6-5cc7-49f7-8898-8898daec0cb1,2023-06-03,2023-06-03,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,746.660000,746.66,,,,,,,,
dacd62ac-e4df-4568-b890-c363f0e6040d,f342ff9f-bddc-4377-a41d-f261fbe1e2b3,2023-06-02,2023-06-05,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,186.660000,500.0,,,,,,,,
d55dcd95-6efa-43a9-b0ed-fb6a5075fc9f,993120fe-8604-40a5-a8b6-7f10b8fc3280,2023-06-02,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,282.330000,,,,,,,,,
d0cc88ca-b762-40cf-8e01-d20f2736ae3c,f7674933-8af2-46b4-b83c-3d864869f45d,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,39.330000,39.33,,,,,,,,
542fd6c6-00a4-42e3-a898-0525b6c16f30,23832711-b517-4928-a7d4-f315f2e496a7,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,1418.660000,1418.66,,,,,,,,
a766059d-f343-402d-82b9-59a229088125,87fabc12-d2fc-493c-b121-7d0f370e1ea9,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,189.160000,189.16,,,,,,,,
27941f22-56ce-4f8d-921e-49a703fae076,79204b40-8cf0-4c70-87eb-979a0f0e3724,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,6533.330000,6533.33,,,,,,,,
cea1838f-02e5-42b2-9da5-e5a8dc1d7f4a,9c19a10a-f86a-4233-b7b2-63155baa3387,2023-06-02,,,,,,,,,,,,1,,,,,,0,0,0,0,0,0,,,,,,,432.660000,,,,,,,,,
fd5b8fe1-448a-436e-9e0c-8a7ac19a1e8c,74c20898-d740-4a64-a089-bcb01c673096,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,194.160000,194.16,,,,,,,,
f3c6d6a0-c33b-47a1-8347-84fc6cbd7f3d,45d067a1-f22e-4c8e-a66d-e264e8f0e0de,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,302.490000,302.49,,,,,,,,
5f2877be-3d39-41ab-ac09-07a95368a519,3f9cdb7c-d8ec-4efd-a500-ad21f9f01160,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,262.160000,262.16,,,,,,,,
f50e3b85-6b90-47b1-97ab-cc7f866336c0,75445b71-c588-4bc5-b50b-28d0a124a814,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,314.660000,314.66,,,,,,,,
be78e1f9-acf3-4bf9-9bf6-d52379513352,7ea2eef1-9152-4265-9f7b-298f9ca759b6,2023-06-02,,,,,,,,,,,,1,,,,,,0,0,0,0,0,0,,,,,,,421.140000,,,,,,,,,
edb5228d-3fbf-4541-a626-c37b777752c3,e19af761-4ee1-4519-b92c-018d5088c691,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,545.000000,545.0,,,,,,,,
88999298-e6ab-4bdd-81f4-620156d00108,fcce2bb0-f85a-4524-9334-124a7ddbcd1e,2023-06-02,,,,,,,,,,,,1,,,,,,0,0,0,0,0,0,,,,,,,210.830000,,,,,,,,,
35fdf6c2-33f9-4d7f-a950-aecb40269dae,eb36ba47-5b14-467a-9ae5-de74e0990ba4,2023-06-02,2023-06-12,,,,,,,,,,,1,,,,,,1,0,0,0,0,0,10,,,,,,265.990000,275.99,,,,,,,,
3ffddc45-c59d-414a-b6ba-32f4b6831453,e6a845cc-3c5a-4e30-b0d5-e692c15f7bd8,2023-06-02,2023-06-08,,,,,,,,,,,1,,,,,,1,0,0,0,0,0,6,,,,,,977.490000,977.4900000000001,,,,,,,,
2ab72fa7-8542-4492-b6d7-c54e356e2ebe,200a27c2-dfc0-4971-8cba-3cac3c86e2c9,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,576.330000,576.33,,,,,,,,
8a59b51f-27f1-443d-91a1-f461b2588b92,d211d053-8d3d-4850-a4dd-69dbf6c40564,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,5686.160000,5686.16,,,,,,,,
05fd8cb7-e4cb-4261-92b9-21dd66cacfdf,061852cc-8dbf-4bf2-b082-00d52e40b361,2023-06-02,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,241.990000,,,,,,,,,
b5b49c6c-e377-47b5-a97d-3558965f0205,8cc91799-7066-400b-a1fd-0fc6da4e8c80,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,7494.160000,7494.16,,,,,,,,
1eff221d-0083-4f61-a287-05fa1a30e28c,d689ead9-cee3-4942-8956-7a4dc4b39c9e,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,3833.330000,3833.33,,,,,,,,
83dea8e0-ee13-4891-bb5e-bad5986c606d,575dcf56-73c3-4d99-b9da-6620c8dc299d,2023-06-02,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,60.500000,,,,,,,,,
de83a299-bfcd-426e-b2e4-0937c4648b4e,d6bf43a2-9965-4b4e-b80a-35ec25f20ba7,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,191.660000,191.66,,,,,,,,
866a4a25-8423-472c-9063-40b87ed2c4af,7e2f8de1-5d4c-4fb3-b5c6-4327240ccad4,2023-06-02,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,60.500000,,,,,,,,,
fb2776cc-2f9b-4bb6-a261-1fc5b276a139,e9dc433e-93a1-4484-90fb-35ae58704d86,2023-06-02,2023-06-09,,,,,,,,,,,1,,,,,,1,0,0,0,0,0,7,,,,,,465.500000,499.74,,,,,,,,
f99bccf9-5021-44ed-a371-26be6786ef93,d6ad70e1-abfe-462d-9cc4-f6d6f420e1a5,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,37.830000,37.83,,,,,,,,
467c58e1-1c15-4ed1-86a7-62c4d280fdac,eb95dcd1-9097-4640-8e55-34a278abebfe,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,19.410000,19.41,,,,,,,,
298e0c78-0169-424b-b259-369194fdabcb,43775c9b-228d-4ddb-b962-44193c1cc9a6,2023-06-02,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,2722.500000,,,,,,,,,
214b2e7f-7fa5-4ae1-adda-7b55405cecfd,b8475985-15e6-41fb-83dc-a2fbc9863c6c,2023-06-02,2023-06-02,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,545.000000,545.0,,,,,,,,
ef4b85fb-d0da-4819-8ce1-424116440496,59e5b7e5-2b74-401a-bb9d-ef8bd5a5711b,2023-06-02,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,660.150000,,,,,,,,,
abda7c55-7c49-47c4-8685-654677626a72,2dc74e74-6693-47ee-a2db-ebe8d5b764e5,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,57.500000,57.5,,,,,,,,
f35d7d1d-f8be-4eb4-b6e6-50ffa72c577d,951967cc-6a75-4d11-883c-9cf135cc80a7,2023-06-01,2023-06-06,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,1008.320000,5000.0,,,,,,,,
562301cd-face-4c60-8ffb-1ddabce7c38b,7482eaa3-2163-448e-afd8-39109afa65b0,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,413.000000,413.0,,,,,,,,
dbe60817-ddd0-409b-919e-1d09ca3ca4a5,cfd4cf54-637e-45a9-a14a-81f5e8c696bf,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,1661.330000,1661.33,,,,,,,,
06b877d9-095e-4941-a84a-138be64b3d58,1dc35dc2-5ea3-439c-8c3b-111f5683355a,2023-06-01,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,2016.480000,,,,,,,,,
d17265ba-d85c-4455-915c-389aa0409fd1,cc966e89-005d-46c0-8d82-ef4e077ef8fc,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,1680.000000,1680.0,,,,,,,,
a1e6e673-3be5-43ec-9454-65096663b949,d5264d60-a3ae-4a01-b43f-5b44d31df783,2023-06-01,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,1907.490000,,,,,,,,,
92a0070e-2f38-40cb-ad73-91221794c82c,03cf738c-57f6-4e58-981e-97ca1ca896ec,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,1289.830000,1289.83,,,,,,,,
e0a9745b-a19d-46e5-8474-cc447a3271d7,ec9bc15d-84e7-405a-be3c-48ade1854ea5,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,785.830000,785.83,,,,,,,,
8e52ea23-8cb8-49ab-826c-fbeb00a84e73,678a95de-f5ea-4966-b503-947bfcadcffe,2023-06-01,,,,,,,,,,,,1,,,,,,0,0,0,0,0,0,,,,,,,275.330000,,,,,,,,,
049ab0d7-2ccd-43e2-ad6c-2c65f8b370d2,453eba78-da34-4b07-9448-b6257f4beb35,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,388.330000,388.33,,,,,,,,
a61cf2d8-bafc-4b6a-8b19-2f65f5c0704f,6832b170-5b2f-4a49-9b45-50024a584a47,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,463.820000,463.82,,,,,,,,
0d21fa54-3c0e-49f8-9a02-87ad7085c215,49401296-a679-48df-aeb1-31274b67e446,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,1150.000000,1150.0,,,,,,,,
60d6d10f-167f-4595-a52f-eb30672f67fd,a49c62a1-1bd7-4ba3-a221-6652d350686a,2023-06-01,,,,,,,,,,,,1,,,,,,0,0,0,0,0,0,,,,,,,1440.820000,,,,,,,,,
def0b1c1-b13f-400b-9712-470e55b27ff8,662372e1-ab40-4a67-b555-f00552e95b56,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,186.660000,186.66,,,,,,,,
de5b6b4b-6101-44e1-a636-a390fcaf40e2,ba97faae-aaf8-4fe6-aebd-bf8b03087671,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,196.650000,196.65,,,,,,,,
cde7adaa-4dfd-414b-adee-7f77f96f2cb8,3d4788ad-4a34-465c-ac7b-9eda7926a6c1,2023-06-01,2023-06-11,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,2543.330000,2543.33,,,,,,,,
9e3e33d4-dd82-4281-a047-0d35d9700adf,24804718-7288-4909-9b64-f24e92745bee,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,132.410000,132.41,,,,,,,,
05ba8126-8f8d-4ba3-bba8-1d28122ced60,206d7c23-4d7d-40e1-b03a-bfcef858feec,2023-06-01,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,176.970000,,,,,,,,,
e6686432-9db4-4df2-8194-f4e0f3661c6e,4392101d-f0d6-4d05-a1a7-c8b68db3b417,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,381.500000,381.5,,,,,,,,
cf3623f2-a805-4b57-886b-ddc7893012b7,6589e54e-2d9c-4369-af96-cf7f9ff346a6,2023-06-01,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,933.330000,,,,,,,,,
48b20434-e8ce-41be-849c-71bed37fe4dd,b6a3d455-bb43-44a9-9b8a-e428aa6907d0,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,545.000000,545.0,,,,,,,,
9ac1a421-8867-44db-8acd-c99c7eff1f90,f015fd5e-d7f5-43ef-9baa-3880952814f0,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,1418.660000,1418.66,,,,,,,,
9b75636e-42b6-4ee7-a3ba-9e454ef591ac,1e145ecc-6e2b-4f95-a2b7-e8e4a4dd4404,2023-06-01,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,72.660000,,,,,,,,,
1430bcf7-0f88-45b3-91ff-6f32c3096670,a5119ffd-618d-4ab6-ad55-cbb6b12b24e6,2023-06-01,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,560.000000,,,,,,,,,
9a33bfbc-3888-40a0-baf3-58f7486a9aab,75f8171e-7a0f-4d56-bdfc-bc942547b1af,2023-06-01,2023-06-01,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,66.490000,66.49,,,,,,,,
592833a6-bfd3-42d2-8307-8d2b89a30fbc,e03b4099-03aa-4035-a8a6-12ce34d5a712,2023-06-01,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,233.000000,,,,,,,,,
4b78a043-ca17-42f0-b6c9-47c396f810d5,20f8abe5-3ef3-4524-a04d-d6c909be2b11,2023-06-01,2023-06-04,,,,,,,,,,,1,,,,,,1,0,0,0,0,0,3,,,,,,327.000000,327.0,,,,,,,,
e1bec838-6482-47f9-adf3-568d94ccc99a,d2c1e017-6840-4206-bd86-f80e5f93fce1,2023-06-01,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,340.500000,,,,,,,,,
1a17fe9a-7ce7-4fbb-8041-f88f601a95ad,a6b3fc5d-abc9-4f54-b99f-daf998d4825b,2023-05-31,2023-05-31,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,58.250000,58.25,,,,,,,,
e7876c9a-c1b9-42f4-b775-416783c1d91a,16472394-291a-42ba-a60d-518a7e202441,2023-05-31,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,958.330000,,,,,,,,,
436c3aea-ffc1-4f7a-a3c5-db8ff83cb45d,f1237c87-14e9-4dc2-9f28-e1d95874cffd,2023-05-31,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,,,,,,,19.410000,,,,,,,,,
